drug1_idx,drug2_idx,drug1_smiles,drug2_smiles,true_label,tsne_1,tsne_2
187,1285,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,O=C([O-])[O-].[Mg+2],1,-28.103859,-29.874983
157,258,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,1,0.97335505,0.7207315
227,821,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,NC1CC1c1ccccc1,1,20.564627,-29.042608
168,812,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,-32.653496,-44.24609
514,1227,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0,-15.427472,34.244072
853,1198,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,[Mg+2].[O-2].[O-2].[O-2].[Si+4],1,-38.58008,-45.29029
976,1640,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,O[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12,0,-17.92179,9.7558365
533,1686,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CN(CC=Cc1ccccc1)Cc1cccc2ccccc12,1,-20.738026,-16.268568
949,1277,CC(C)(C(=O)c1cccnc1)c1cccnc1,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,0,8.452166,1.0156169
1281,1351,CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,0,-20.313866,-38.802826
521,1749,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,CC(C)[C@@]1(N=C(O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O,1,27.930908,25.980408
1781,1784,CNC(C)CCC=C(C)C,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)C)C[C@@H](O)C[C@@H]1O,0,-31.967686,6.3218627
153,583,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,0,21.466276,29.097277
753,1149,O=C([O-])[O-].O=C([O-])[O-].O=C([O-])[O-].[La+3].[La+3],COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,0,-10.804383,-1.8975818
64,1391,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,1,24.927948,-16.918781
327,1260,Nc1cc(-c2ccncc2)c[nH]c1=O,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,0,-22.729345,8.334493
915,1509,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,0,16.990282,5.665065
553,1107,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,0,8.650118,14.3716545
468,1660,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,NC(=O)C[S@@](=O)C(c1ccccc1)c1ccccc1,0,15.003363,4.3622594
330,723,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,1,35.74469,11.216642
442,1175,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,1,29.155577,25.637007
721,1483,CC(C)OP(=O)(F)OC(C)C,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N=[N+]=[N-])c3ccccc3)C(=O)N2[C@H]1C(=O)O,0,-44.69062,-10.515053
1276,1494,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,0,-12.2306,47.574406
1373,1668,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,CC[N+](C)(C)c1cccc(O)c1,1,-3.769992,-17.944214
146,865,C[C@H](COc1ccccc1)N[C@H](C)[C@@H](O)c1ccc(O)cc1,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,1,4.932541,-37.334892
120,362,Cc1cccc(N2CC(CO)OC2=O)c1,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,0,27.042715,-26.79261
60,1378,CCCCOc1ccc(CC(=O)NO)cc1,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,1,-27.459742,-44.12097
416,972,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,0,7.5717,2.3536386
102,783,CC(C[N+](C)(C)C)OC(N)=O,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,0,-29.37625,-27.118387
71,1442,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,[Al+3].[Al+3].[O-2].[O-2].[O-2],0,-38.832867,-3.0265067
1083,1111,CN(C)C(=N)NC(=N)N,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,1,17.779457,19.904795
176,1728,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,1,-37.98017,-29.311373
215,520,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,42.47208,-3.2877297
148,1631,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,1,-35.56895,-40.59972
4,406,NCCc1c[nH]cn1,O=P([O-])(O)O.[Na+],0,-23.37382,33.986713
889,1123,COC[C@H]1C[C@@H](c2ncc(-c3ccc4c(c3)COc3cc5c(ccc6nc([C@@H]7CC[C@H](C)N7C(=O)[C@@H](N=C(O)OC)C(C)C)[nH]c65)cc3-4)[nH]2)N(C(=O)[C@H](N=C(O)OC)c2ccccc2)C1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,-43.822052,8.925926
180,907,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,1,8.050681,30.449587
241,506,COc1ccc2cc(CCC(C)=O)ccc2c1,CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,1,-26.258747,-43.692924
213,1040,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,1,42.00519,-10.317576
795,1125,Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,1,23.608324,-31.804081
645,674,CCN(CC)CCOC(=O)c1ccc(N)cc1,N#C[Fe-2](C#N)(C#N)(C#N)(C#N)N=O,1,19.384867,-36.942497
1161,1664,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,1,-3.8399847,19.648619
302,1276,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,1,11.956936,32.002052
316,1731,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,0,-30.397331,22.832619
457,1355,C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN,CCOc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,0,46.304638,-16.046274
1262,1683,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,1,-34.29537,-43.51858
872,1573,O=C([O-])O.[K+],c1ccc([C@H]2CN3CCSC3=N2)cc1,0,-5.4681892,-11.540367
137,1579,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)O)C(C)C)C(C)C)C(C)C,0,-19.844387,18.282818
34,1164,OCc1ccccc1,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,1,30.66577,-5.3731136
434,559,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,1,50.605057,-7.9733963
921,1159,[Cu],CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21,0,-40.148266,-2.06054
457,482,C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,1,40.027164,-15.592127
634,1728,O.O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-],CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,1,-41.12564,-26.290768
1009,1223,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,NC(=O)c1cnccn1,0,-27.411343,-12.772019
1506,1694,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,1,25.020168,-37.860306
596,1455,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1,CN(C)CCC=C1c2ccccc2COc2ccccc21,1,36.795364,21.187204
0,1733,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)SCF,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,1,-30.766409,-29.569483
1167,1222,N#Cc1c(N2C[C@@H]3NCCO[C@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,0,-52.00084,11.401538
597,1494,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,1,-24.61318,-44.559193
440,1337,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,FC(F)OC(Cl)C(F)(F)F,1,35.266636,1.6710705
153,1168,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,0,11.148348,-10.590138
446,1237,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,NCCc1ccc(O)c(O)c1,1,14.750375,33.602127
148,1367,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccccc2)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O,0,-25.004251,-8.004489
1028,1821,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,0,-33.181206,-14.736441
427,894,Cn1c(=O)c2[nH]cnc2n(C)c1=O,NS(=O)(=O)Cc1noc2ccccc12,0,38.82139,3.7033737
53,118,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl,CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,0,-26.369707,23.682224
3,497,CC(C)C1OC(=O)[C@H](C(C)C)N(C)C(=O)C(C(C)C)OC(=O)[C@H](C(C)C)N(C)C(=O)C(C(C)C)OC(=O)[C@H](C(C)C)N(C)C1=O,CC(C)NCC(O)COc1cccc2[nH]ccc12,0,-41.226833,15.746009
1351,1758,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,CC(CN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21)N(C)C,0,-31.645279,-7.8341026
1108,1810,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,1,9.023733,34.815125
1013,1461,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,O=C(Nc1cccc2c(=O)cc(-c3nn[nH]n3)oc12)c1ccc(OCCCCc2ccccc2)cc1,0,-22.521185,21.043484
1527,1606,CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,0,7.200819,3.0426815
247,1057,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,1,56.59868,-5.8371844
72,1773,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,CNCCc1ccccn1,0,24.715939,-24.713306
1072,1545,CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCN)NC1=O)[C@@H](C)O,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,0,-18.179596,34.899914
1011,1658,Cc1c(OCC(F)(F)F)ccnc1C[S@@](=O)c1nc2ccccc2[nH]1,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,0,-11.068971,-0.2799283
195,906,Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,1,19.866344,-13.430227
236,1602,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(N=C(C)O)c3C2=O)ccc1OC,1,-3.723455,11.23937
540,885,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,0,-1.5926472,19.215185
1175,1554,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,O=C([O-])[O-].[Ca+2],1,-17.241518,-7.7495265
257,1496,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,1,1.8997436,27.73123
67,178,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(NC(=O)[C@@H]2CC(=O)NC(=O)N2)cc1)C(=O)N[C@H](Cc1ccc(NC(N)=O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,0,-7.461576,-1.3159558
659,1652,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,CN1C(=O)OC(C)(C)C1=O,1,17.938076,32.334866
944,1336,C[N+](C)(C)CCO.O=C([O-])c1ccccc1O,CN(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O,0,-42.701263,4.9840527
63,1720,O=P1(N(CCCl)CCCl)NCCCO1,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,1,-19.951143,-0.8730846
248,448,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,1,41.432903,2.440365
786,1567,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,Cc1ccccc1OCC(O)CO,0,-2.6710186,37.07829
1352,1760,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Bi+3].[Bi+3].[Bi+3].[Bi+3].[Bi+3].[O-2].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-],1,-15.910886,-10.101239
58,1010,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,0,-32.971893,-34.67741
207,292,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,1,-1.3377892,-2.2564156
57,980,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,0,26.15686,32.693233
1105,1342,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,1,1.7631477,-5.414313
160,1774,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CCCCC1(CC)C(=O)NC(=O)NC1=O,0,-37.14508,34.657917
1232,1427,O=c1[nH]c(=O)n(C2CCCO2)cc1F.O=c1cc[nH]c(=O)[nH]1,C[C@H](N)[C@H](O)c1cccc(O)c1,0,-19.188637,10.278874
146,1718,C[C@H](COc1ccccc1)N[C@H](C)[C@@H](O)c1ccc(O)cc1,CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCCC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,0,-7.3326745,5.306713
873,1125,CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,1,43.986813,-10.694414
493,1171,CNC[C@H](O)c1ccc(O)c(O)c1,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3,0,-27.966629,9.551345
1202,1828,Cc1cccc(C)c1NC(=O)C1CCCCN1C,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,0,26.362915,-1.4934205
169,1015,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,1,5.3467455,-32.280205
70,113,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,COc1nc(C)nc(Cl)c1NC1=NCCN1,1,22.653637,-29.316135
182,248,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,1,30.833433,21.575434
598,606,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,1,19.87192,-32.899605
1291,1810,C=CCN.ClCC1CO1,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,0,-11.030689,-1.7230883
5,566,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,NC1=NCC2c3ccccc3Cc3ccccc3N12,1,-1.5150125,16.09641
485,804,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,1,9.59307,41.757217
